S.No,name,male,book1,book2,book3,book4,book5,isNoble,numDeadRelations,isPopular,isAlive,age,popularity
378,Brandon Stark (son of Cregan),1,0,1,0,0,0,1,0,0,1,,0.143812709
379,Brandon Stark (Shipwright),1,1,1,0,0,0,0,0,0,1,,0.036789298
380,Brea,0,0,0,0,1,0,0,0,0,1,,0.023411371
381,Brella,0,0,0,1,1,0,0,0,0,1,,0.016722408
382,Brenett,1,0,0,1,0,0,1,0,0,1,,0.003344482
383,Briar,0,0,0,0,0,1,0,0,0,1,,0.010033445
384,Brogg,1,0,0,0,0,1,0,0,0,1,,0.006688963
385,Brusco,1,0,0,0,1,1,0,0,0,1,,0.046822742
386,Brown Bernarr,0,0,1,1,0,0,0,0,0,0,,0.023411371
387,Bryan of Oldtown,0,0,0,0,0,0,0,0,0,1,,0.003344482
388,Bryen,1,0,0,1,0,0,0,0,0,1,85,0.016722408
389,Buford Bulwer,1,0,0,0,0,0,1,0,0,1,,0.016722408
390,Bump,1,0,0,0,0,1,0,0,0,1,,0.023411371
391,Buu,0,1,0,0,0,0,0,0,0,1,,0
392,Byan Votyris,1,1,0,0,0,0,0,0,0,1,,0
393,Byam Flint,1,0,0,1,0,0,1,0,0,0,,0.02006689
394,Byren Flowers,1,0,0,0,0,0,1,0,0,1,,0.006688963
395,Byron,0,0,0,0,1,1,1,0,0,1,,0.02006689
396,Cadwyl,1,0,1,1,0,0,0,0,0,1,,0.010033445
397,Lord Cafferen,1,0,0,1,0,0,1,0,0,0,,0.02006689
398,Calon,0,0,1,0,0,0,0,0,0,1,,0.013377926
399,Cadwyn,0,0,1,0,0,0,1,0,0,1,,0
400,Canker Jeyne,0,0,0,0,1,0,0,0,0,1,,0.010033445
401,Carellen Smallwood,0,0,0,1,1,0,0,0,0,1,,0.036789298
402,Cass,0,0,0,1,1,0,0,0,0,1,,0.016722408
403,Carrot,0,0,0,0,1,0,0,0,0,1,,0.010033445
404,Castos,0,0,0,0,1,0,1,0,0,1,,0.006688963
405,Cedra,0,0,0,0,1,0,0,0,0,1,,0.013377926
406,Catelyn Bracken,0,0,0,0,0,1,0,0,0,1,,0.030100334
407,Cedric Payne,1,0,0,0,1,0,1,0,0,0,,0.013377926
408,Cedrik Storm,0,0,0,1,0,0,0,0,0,1,,0.003344482
409,Cerrick,1,0,0,0,0,0,1,0,0,1,,0.006688963
410,Cetheres,0,0,0,0,1,0,1,0,0,1,,0.006688963
411,Catelyn Stark,0,0,0,0,0,0,1,7,0,0,35,0
412,Cheyk,0,1,1,0,0,1,0,0,0,1,,0.013377926
413,Chiggen,1,1,0,0,0,0,0,0,0,0,,0.016722408
414,Clarence Crabb,1,0,0,0,1,0,1,0,0,1,,0.026755853
415,Clarence Charlton,0,0,0,0,0,0,1,0,0,1,,0.013377926
416,Clarence Crabb (Short),1,0,0,0,1,0,1,0,0,1,,0.006688963
417,Clement,1,0,0,0,1,0,1,0,0,1,54,0.013377926
418,Cleyton Caswell,0,0,0,0,0,0,1,0,0,1,,0.003344482
419,Clifford Conklyn,1,0,0,0,0,0,1,0,0,1,,0.006688963
420,Colen of Greenpools,1,0,1,0,0,0,1,0,0,1,,0.016722408
421,Collio Quaynis,1,0,0,1,0,0,0,0,0,1,,0.016722408
422,Conn,1,1,0,0,0,0,0,0,0,0,,0.013377926
423,Coratt,1,1,0,0,0,0,0,0,0,1,,0.003344482
424,Cosgrove,0,0,0,0,0,0,1,0,0,1,,0
425,Cossomo,1,0,0,0,1,0,0,0,0,1,,0.013377926
426,Courtenay Greenhill,0,0,0,0,1,0,1,0,0,1,,0
427,Cregan Karstark,1,0,0,0,0,1,0,0,0,1,56,0.066889632
428,Cutjack,1,0,1,0,0,0,0,0,0,1,,0.033444816
429,Dacks,1,1,0,0,0,0,0,0,0,1,,0
430,Daella Targaryen (daughter of Jaehaerys I),0,0,0,0,0,0,1,0,0,0,28,0.086956522
431,Daella Targaryen (daughter of Maekar I),1,0,0,0,0,0,1,0,0,0,100,0.080267559
432,Daenerys Targaryen (daughter of Aegon IV),0,0,0,0,0,1,1,10,0,0,100,0.093645485
433,Daeron I Targaryen,1,0,0,0,0,0,0,7,1,0,,0.518394649
434,Daena Targaryen,0,0,0,0,0,0,1,7,0,0,100,0.227424749
435,Daeryssa,0,1,0,0,0,0,1,0,0,1,,0.006688963
436,Daeron Targaryen (son of Viserys I),1,0,0,0,0,0,1,0,0,0,16,0.227424749
437,Dagon Ironmaker,1,0,0,0,1,0,0,0,0,1,,0.016722408
438,Daeron Targaryen (son of Maekar I),1,0,1,0,1,0,1,0,0,0,31,0.130434783
439,Daeron II Targaryen,1,0,0,0,0,0,0,10,1,0,,0.765886288
440,Dake,1,0,0,0,0,0,0,0,0,1,,0.010033445
441,Dale Drumm,0,0,0,0,1,0,0,0,0,1,,0.010033445
442,Dalla (Dragonstone),0,0,1,0,0,0,0,0,0,1,,0.006688963
443,Damon Lannister (lord),1,0,0,0,0,0,1,0,0,0,,0
444,Dan,1,0,0,1,1,0,0,0,0,1,,0.003344482
445,Damon Lannister (son of Jason),1,0,0,0,0,0,0,0,0,1,61,0.060200669
446,Darla Deddings,0,0,0,0,0,0,1,0,0,1,,0.010033445
447,Danos Slynt,1,0,0,1,0,0,0,0,0,1,,0.023411371
448,Daughter of the Dusk,0,0,0,0,1,0,0,0,0,1,,0.013377926
449,Del,0,0,0,1,1,0,0,0,0,0,16,0.013377926
450,Denestan,0,0,0,0,1,0,1,0,0,1,,0.010033445
451,Denyo Terys,1,0,0,0,1,0,0,0,0,1,18,0.016722408
452,Dennis Plumm,1,0,0,1,1,0,1,0,0,1,,0.026755853
453,Denys Drumm,1,0,0,0,1,0,0,0,0,1,,0.016722408
454,Denys Redwyne,1,0,0,0,1,0,0,0,0,1,,0.073578595
455,Denyse Hightower,0,0,0,0,1,0,0,0,0,1,,0.073578595
456,Dhazzar,0,0,0,0,0,1,1,0,0,1,,0.013377926
457,Dick Follard,1,0,0,1,0,0,0,0,0,0,,0.030100334
458,Dickon Manwoody,1,0,0,1,1,0,0,0,0,1,,0.026755853
459,Dobber,1,0,1,0,0,0,0,0,0,0,,0.026755853
460,Donnel Drumm,1,0,0,0,1,0,0,0,0,1,,0.016722408
461,Donel Greyjoy,1,0,0,0,1,0,0,0,0,1,,0.060200669
462,Donella Hornwood,0,0,1,0,0,1,1,0,0,0,50,0.096989967
463,Donnel Hill,1,0,0,1,1,1,0,0,0,1,,0.043478261
464,Donnis,0,1,0,0,0,0,0,0,0,1,,0.006688963
465,Donyse,0,0,0,1,0,0,0,0,0,1,,0
466,Dorcas,0,0,0,0,1,0,0,0,0,1,,0.02006689
467,Dornish Dilly,0,0,0,1,0,0,0,0,0,0,,0.003344482
468,Dorren Stark,1,0,1,0,0,0,0,0,0,1,,0.013377926
469,Draqaz,0,0,0,0,0,1,1,0,0,1,,0.016722408
470,Drennan,1,0,1,0,0,0,0,0,0,0,,0.013377926
471,Dudley,1,0,0,1,0,0,1,0,0,1,,0
472,Dryn,1,0,0,1,1,1,0,0,0,1,,0.016722408
473,Dunaver,0,0,1,0,0,0,1,0,0,1,,0.006688963
474,Durran,1,0,0,0,0,0,0,0,0,1,,0.043478261
475,Dyah,0,0,0,1,1,0,0,0,0,1,,0.016722408
476,Dykk Harlaw,1,0,1,0,0,0,0,0,0,0,,0.010033445
477,Easy,1,0,0,1,0,0,0,0,0,0,,0.003344482
478,Duncan Targaryen,1,0,0,1,1,1,1,6,0,0,39,0.140468227
479,Edgerran Oakheart,1,0,0,0,1,0,1,0,0,1,,0.006688963
480,Eden Risley,1,0,0,0,0,0,1,0,0,1,,0.003344482
481,Edmund Ambrose,0,0,0,0,1,0,1,0,0,1,,0.023411371
482,Edwyn Osgrey,1,0,0,0,0,0,1,0,0,0,,0.02006689
483,Eggon,1,0,1,0,0,0,0,0,0,1,,0.013377926
484,Eglantine,0,0,0,0,1,0,0,0,0,1,,0.006688963
485,Egon Emeros,0,0,1,0,0,1,0,0,0,1,,0.013377926
486,Eldiss,1,0,1,0,0,0,0,0,0,1,,0.013377926
487,Eldred Codd,1,0,0,0,1,0,0,0,0,1,,0.016722408
488,Elaena Targaryen,0,0,0,0,0,0,1,7,0,0,70,0.137123746
489,Elys Westerling,0,0,0,1,0,0,1,0,0,1,,0.013377926
490,Elyas Willum,1,0,1,0,0,0,0,0,0,1,,0.013377926
491,Elza,0,0,0,0,0,1,0,0,0,0,,0.010033445
492,Emma,0,0,0,0,1,0,0,0,0,1,45,0.016722408
493,Elys Waynwood,0,0,0,0,1,0,1,0,0,1,,0.070234114
494,Emrick,1,0,0,1,1,1,0,0,0,1,,0.043478261
495,Endehar,0,0,1,0,0,0,0,0,0,1,,0
496,Emphyria Vance,0,0,0,0,1,0,0,0,0,1,,0.016722408
497,Enger,0,0,1,0,0,0,0,0,0,1,,0
498,Erik Ironmaker,1,0,0,0,1,1,1,0,0,1,94,0.050167224
499,Erreck,1,0,0,1,0,0,1,0,0,1,,0.003344482
500,Erreg,0,0,0,1,0,0,1,0,0,1,,0.016722408
501,Errok,1,0,0,1,1,0,0,0,0,1,,0.006688963
502,Erryk (guard),0,0,0,0,0,0,0,0,0,1,,0
503,Esgred,1,0,1,0,0,0,0,0,0,1,,0
504,Eustace (Braavos),0,0,0,0,1,0,0,0,0,1,,0.010033445
505,Eustace (Dance of the Dragons),1,0,0,0,0,0,0,0,0,1,,0.036789298
506,Ezzara,0,0,0,0,0,1,1,0,0,1,,0.006688963
507,Euron Greyjoy,1,0,0,0,0,0,0,4,1,1,,0.739130435
508,Ezzelyno,0,0,0,0,1,0,1,0,0,1,,0.013377926
509,Fern,0,0,0,1,0,0,0,0,0,1,,0.006688963
510,Ferny,0,0,0,1,1,0,0,0,0,1,,0.016722408
511,Ferret,0,0,0,0,0,0,0,0,0,1,,0.003344482
512,Fogo,1,1,0,0,0,0,1,0,0,0,,0.02006689
513,Fornio,1,0,0,1,0,0,0,0,0,1,,0.010033445
514,Fralegg,1,0,0,0,1,0,0,0,0,1,,0.006688963
515,Frenya,1,0,0,0,0,1,0,0,0,0,,0.043478261
516,Frynne,0,0,0,0,1,0,0,0,0,1,,0
517,Gage,0,1,1,1,0,0,0,0,0,1,,0.033444816
518,Galladon of Morne,1,0,0,0,0,0,1,0,0,1,,0
519,Gallard,0,0,0,0,1,0,1,0,0,1,,0.010033445
520,Galt,0,0,1,0,1,0,0,0,0,1,,0.003344482
521,Galtry the Green,1,0,0,0,0,0,1,0,0,1,,0.013377926
522,Galyeon of Cuy,1,0,0,1,0,0,0,0,0,1,,0.006688963
523,Gareth the Grey,1,0,0,0,0,0,1,0,0,1,,0.003344482
524,Garigus,1,0,0,1,0,0,1,0,0,1,,0.02006689
525,Garizon,0,0,0,0,1,0,1,0,0,1,,0.006688963
526,Gariss,1,0,1,0,0,0,0,0,0,1,,0
527,Garrett Paege,1,0,0,0,1,1,0,0,0,1,,0.013377926
528,Garth XII Gardener,0,0,0,0,0,0,0,0,0,1,,0.013377926
529,Garth of Oldtown,0,0,0,1,0,0,0,0,0,0,,0.02006689
530,Gascoyne,0,0,0,0,1,1,1,0,0,1,,0.013377926
531,Gavin,0,0,0,0,0,1,0,0,0,1,,0.006688963
532,Gelmarr,1,0,1,0,0,1,0,0,0,0,,0.026755853
533,Gerren,0,0,1,0,0,0,0,0,0,1,,0.016722408
534,Gerold Lannister,1,0,0,0,0,0,1,0,0,0,,0.086956522
535,Ghael,1,0,0,1,0,1,1,0,0,1,,0.023411371
536,Gillam,1,0,0,0,1,0,1,0,0,1,,0.010033445
537,Gladden Wylde,1,1,0,0,0,0,1,0,0,0,,0.016722408
538,Glendon Flowers,1,0,0,0,0,0,1,0,0,0,100,0.080267559
539,Goady,0,0,0,1,1,1,0,0,0,1,,0.016722408
540,Godwyn,1,1,0,0,0,0,0,0,0,1,,0
541,Gormond Drumm,1,0,0,0,1,0,0,0,0,1,,0.006688963
542,Gowen Baratheon,1,1,0,0,0,0,0,0,0,1,,0.016722408
543,Grance Morrigen,1,0,0,0,0,0,1,0,0,1,,0.010033445
544,Grazdan,1,0,0,1,0,0,1,0,0,0,,0.013377926
545,Grazdan zo Galare,1,0,0,0,0,1,0,0,0,1,,0.02006689
546,Green Gergen,1,0,0,0,0,0,0,0,0,1,,0
547,Great Walrus,1,0,0,0,0,1,0,0,0,1,,0.013377926
548,Gretchel,1,0,0,0,1,1,0,0,0,1,,0.016722408
549,Grey King,1,0,0,0,0,0,0,0,0,1,,0.076923077
550,Griffin King,1,0,0,0,0,0,0,0,0,1,,0.02006689
551,Grigg,0,0,0,1,1,0,0,0,0,1,,0.006688963
552,Grisel,0,0,0,1,0,0,0,0,0,1,,0.003344482
553,Grisella,0,0,0,0,0,1,0,0,0,1,,0.010033445
554,Gulian,0,0,0,0,1,0,1,0,0,1,,0.003344482
555,Gulian Qorgyle,1,0,0,0,1,0,1,0,0,1,,0.013377926
556,Gurn,0,1,0,0,0,0,0,0,0,1,,0.003344482
557,Guyne,0,0,0,0,1,0,1,0,0,1,,0.006688963
558,Gwayne Corbray,1,0,0,0,1,0,1,0,0,1,,0.043478261
559,Gwayne Gaunt,0,0,0,1,0,0,1,0,0,1,,0.036789298
560,Gwin Goodbrother,0,0,0,0,1,0,0,0,0,1,,0.026755853
561,Gyles,0,0,0,0,1,0,1,0,0,1,,0.003344482
562,Gyleno Dothare,1,0,0,0,1,0,0,0,0,1,,0.013377926
563,Gyles Farwynd,1,0,0,0,1,0,0,0,0,1,,0.010033445
564,Gwynesse Harlaw,0,0,0,0,1,0,0,0,0,1,,0.056856187
565,Gyles Grafton,1,0,0,0,1,0,0,0,0,1,,0.016722408
566,Gyloro Dothare,1,0,0,0,1,0,0,0,0,1,,0.013377926
567,Gyles III Gardener,1,0,0,0,0,0,0,0,0,1,,0.02006689
568,Gynir,1,0,1,0,0,1,0,0,0,0,,0.026755853
569,Haggon,1,0,0,0,0,1,0,0,0,1,,0.02006689
570,Gysella Goodbrother,0,0,0,0,1,0,0,0,0,1,,0.026755853
571,Hali,0,1,0,0,0,0,0,0,0,0,,0.02006689
572,Haldon,1,0,0,0,0,1,0,0,0,1,,0.127090301
573,Harbert Paege,0,0,0,0,0,0,1,0,0,1,,0.013377926
574,Hamish the Harper,0,0,0,1,1,1,0,0,0,0,,0.02006689
575,Halys Hornwood,1,1,1,0,1,0,1,0,0,0,,0.107023411
576,Harghaz,1,0,0,0,0,1,0,0,0,0,,0.023411371
577,Hareth (Mole's Town),1,0,0,0,0,0,0,0,0,1,,0.050167224
578,Harlan Grandison,1,0,0,1,0,0,1,0,0,0,,0.016722408
579,Harle the Handsome,1,0,0,0,0,1,0,0,0,1,,0.013377926
580,Harle the Huntsman,1,0,0,0,0,1,0,0,0,1,,0.016722408
581,Harlon Botley,1,0,0,0,1,0,0,0,0,1,,0.046822742
582,Harmund Sharp,1,0,0,0,1,0,0,0,0,1,,0.010033445
583,Harlon Greyjoy,1,0,0,0,1,0,0,0,0,1,,0.063545151
584,Harodon,0,0,0,0,1,0,1,0,0,1,,0.006688963
585,Harra,0,0,1,0,0,0,0,0,0,0,,0.016722408
586,Harrag Sharp,0,0,1,0,0,0,0,0,0,0,,0.016722408
587,Harrag Hoare,1,0,0,0,0,0,0,0,0,1,,0.026755853
588,Harren Half-Hoare,1,0,0,0,1,1,0,0,0,1,,0.016722408
589,Harren Botley,0,0,0,0,1,0,0,0,0,0,,0.060200669
590,Harrold Osgrey,1,0,0,0,0,0,1,0,0,1,,0.023411371
591,Harry Sawyer,0,0,0,0,1,0,1,0,0,1,,0.016722408
592,Harsley,1,0,0,1,0,1,0,0,0,0,,0.003344482
593,Harwyn Hoare,1,0,0,0,0,0,0,0,0,1,,0.100334448
594,Hayhead,1,0,1,0,0,0,0,0,0,1,,0.016722408
595,Hazrak zo Loraq,1,0,0,0,0,1,0,0,0,1,,0.010033445
596,Harwyn Plumm,1,0,0,1,1,0,1,0,0,1,,0.046822742
597,Helicent Uffering,0,0,0,0,0,0,0,0,0,0,100,0.023411371
598,Helliweg,0,0,0,0,1,0,1,0,0,1,,0.010033445
599,Helly,0,0,0,1,1,0,0,0,0,1,,0.013377926
600,Helya,0,0,1,1,1,0,0,0,0,1,,0.016722408
601,Henk,1,0,0,1,1,0,0,0,0,1,,0.006688963
602,Henly (House Ashford),0,0,0,0,0,0,0,0,0,1,,0.006688963
603,Herbert Bolling,0,0,0,0,1,0,1,0,0,1,,0.010033445
604,Hendry Bracken,0,0,1,0,0,0,0,0,0,0,,0.040133779
605,Heward,0,1,0,0,0,0,0,0,0,0,,0.02006689
606,Hibald,1,0,0,0,1,0,0,0,0,1,,0.013377926
607,Hilmar Drumm,1,0,0,0,1,0,0,0,0,1,,0.006688963
608,Hod,1,0,1,0,0,0,0,0,0,1,,0.003344482
609,Hoke,0,0,0,0,1,0,0,0,0,1,,0.010033445
610,Holger,0,0,1,0,0,0,0,0,0,1,,0.003344482
611,Hop-Robin,1,0,0,1,1,1,0,0,0,1,,0.033444816
612,Hugh Beesbury,0,0,0,0,1,0,1,0,0,1,,0.013377926
613,Humfrey Clifton,1,0,0,0,0,1,1,0,0,1,,0.013377926
614,Hunnimore,0,0,0,0,0,0,1,0,0,1,,0
615,Husband,1,0,0,1,1,0,0,0,0,1,,0.043478261
616,Illifer,1,0,0,0,1,0,1,0,0,1,65,0.040133779
617,Ironbelly,1,0,1,1,0,0,0,0,0,1,,0.010033445
618,Jaehaerys Targaryen (son of Aegon II),1,0,0,0,0,0,1,0,0,0,6,0.18729097
619,Jaehaera Targaryen,0,0,0,0,0,0,1,0,0,0,10,0.280936455
620,Jaggot,0,1,0,0,0,0,0,0,0,1,,0
621,Jaehaerys II Targaryen,1,0,0,0,0,0,0,0,1,0,,0.494983278
622,Jaime Frey,1,0,0,0,1,0,0,0,0,1,6,0.127090301
623,Jaehaerys I Targaryen,1,0,0,0,0,0,0,5,1,0,,0.658862876
624,Jate,0,0,0,0,1,0,0,0,0,0,,0
625,Jate Blackberry,1,0,0,1,0,0,0,0,0,1,,0.010033445
626,Jasper Waynwood,1,0,0,0,1,0,0,0,0,1,,0.056856187
627,Jayde,0,0,0,1,0,0,0,0,0,1,,0.02006689
628,Jeffory Norcross,1,0,0,0,1,0,1,0,0,1,,0.006688963
629,Jeffory Mallister,1,0,1,0,0,0,0,0,0,1,,0.02006689
630,Jayne Bracken,0,0,0,0,0,1,0,0,0,1,,0.030100334
631,Squinty Jeyne,0,0,0,0,0,0,0,0,0,1,,0.006688963
632,Jeyne Fossoway,0,0,0,0,1,0,0,0,0,1,,0.053511706
633,Jeyne Heddle,0,0,0,0,1,0,0,0,0,1,24,0.033444816
634,Jeyne Swann,0,0,0,1,0,0,0,0,0,1,,0.016722408
635,Jeyne Westerling (wife of Maegor I),0,0,0,1,0,0,1,0,0,0,20,0.110367893
636,Jeyne Waters,1,0,0,0,0,0,0,0,0,0,100,0.073578595
637,Jeyne Westerling,0,0,0,1,1,0,1,0,1,1,22,0.424749164
638,Jocelyn Swyft,0,0,0,0,1,1,0,0,0,1,,0.016722408
639,Jodge,1,0,1,0,0,0,0,0,0,1,,0.003344482
640,Joanna Swyft,0,0,0,1,1,0,0,0,0,1,,0.023411371
641,Joanna Lannister,0,1,1,1,1,1,1,5,0,0,28,0.230769231
642,Johanna Swann,0,0,0,0,0,0,0,0,0,1,,0.02006689
643,Jommo,1,1,0,0,1,0,0,0,0,1,,0.010033445
644,Jommy,1,0,1,0,0,0,0,0,0,1,,0.003344482
645,Jon Cupps,1,0,0,0,1,0,1,0,0,1,,0.050167224
646,Jon Heddle,1,0,0,0,1,0,1,0,0,1,,0.006688963
647,Jon Hollard,1,0,0,0,1,0,1,0,0,1,,0.026755853
648,Jon Penny,0,0,0,0,1,0,0,0,0,1,,0.006688963
649,Jon Penrose,1,0,0,0,0,0,1,0,0,1,,0.016722408
650,Jon Pox,1,0,0,0,1,0,0,0,0,1,,0.016722408
651,Jon Vance,1,0,0,0,1,0,1,0,0,1,,0.023411371
652,Jon Umber (Smalljon),1,1,1,1,1,1,0,0,0,0,,0.070234114
653,Jon Umber (Greatjon),1,1,1,1,1,1,1,0,0,1,,0.183946488
654,Jon Waters,1,0,0,0,1,0,1,0,0,0,100,0.076923077
655,Jorquen,1,0,0,0,1,0,0,0,0,1,,0.003344482
656,Jorgen,1,0,0,0,0,0,0,0,0,1,,0
657,Joseran,0,0,0,0,1,0,1,0,0,1,,0.003344482
658,Joseth,1,1,1,0,0,0,0,0,0,1,,0.030100334
659,Joseth Mallister,0,0,0,0,0,0,1,0,0,1,,0.013377926
660,Joss,1,1,0,0,0,0,0,0,0,1,,0.003344482
661,Joss the Gloom,0,0,0,0,1,0,0,0,0,1,,0.010033445
662,Joth Quickbow,0,0,0,1,0,0,0,0,0,1,,0
663,Josua Willum,1,0,1,0,0,0,0,0,0,1,,0.013377926
664,Jurne,0,0,1,1,1,0,1,0,0,1,,0.013377926
665,Jothos Slynt,1,0,0,1,0,0,0,0,0,1,,0.023411371
666,Jyck,1,1,0,0,0,0,0,0,0,0,,0.030100334
667,Jyzene,0,0,0,1,1,0,0,0,0,1,,0.013377926
668,Kegs,1,0,0,1,1,1,0,0,0,1,,0.016722408
669,Kella,0,0,0,1,0,0,0,0,0,1,,0.003344482
670,Kemmett Pyke,0,0,0,0,1,1,0,0,0,1,,0.010033445
671,Kenned,0,0,1,0,0,0,0,0,0,0,,0.006688963
672,Ketter,0,1,0,0,0,0,0,0,0,1,,0
673,Kirby Pimm,1,0,0,0,0,0,1,0,0,1,,0
674,Kojja Mo,0,0,0,0,1,0,0,0,0,1,,0.016722408
675,Kirth Vance,1,0,0,1,1,0,0,0,0,1,,0.026755853
676,Koss,1,0,1,0,0,0,0,0,0,0,,0.036789298
677,Kromm,0,0,1,0,0,0,0,0,0,0,,0.006688963
678,Kurz,1,0,1,0,0,0,0,0,0,0,,0.036789298
679,Kyle,1,0,0,0,0,0,1,0,0,1,,0.026755853
680,Kyle (brotherhood),0,0,0,0,0,0,0,0,0,0,,0
681,Kyle Royce,1,0,1,0,0,0,0,0,0,1,,0.02006689
682,Kyleg,0,0,0,0,0,1,0,0,0,1,,0.010033445
683,Kym,0,0,1,0,0,0,1,0,0,1,,0
684,Lamprey,1,0,0,1,0,0,0,0,0,1,,0.010033445
685,Lancel V Lannister,0,0,0,0,0,0,0,0,0,1,,0.02006689
686,Lanna,0,0,0,1,1,0,0,0,0,1,20,0.02006689
687,Lanna (Happy Port),0,0,0,0,1,0,0,0,0,1,19,0.026755853
688,Larraq,1,0,0,0,0,1,0,0,0,1,,0.02006689
689,Layna,0,0,1,0,0,0,0,0,0,1,26,0.023411371
690,Lem,1,0,0,1,1,0,0,0,0,1,,0.08361204
691,Leana Frey,0,0,0,0,1,0,0,0,0,1,6,0.073578595
692,Lennocks,1,0,0,1,0,0,0,0,0,1,,0.003344482
693,Lem (Standfast),0,0,0,0,0,0,0,0,0,0,100,0.013377926
694,Lenn,0,0,0,1,1,0,0,0,0,1,,0.006688963
695,Lenyl,1,0,0,1,1,1,0,0,0,1,,0.010033445
696,Lenwood Tawney,1,0,0,0,1,0,0,0,0,1,,0.010033445
697,Leo Tyrell (Longthorn),1,0,0,1,0,0,1,0,0,1,,0.053511706
698,Leona Tyrell,0,0,0,1,1,0,0,0,0,1,,0.123745819
699,Leo Tyrell (son of Victor),1,0,0,1,1,0,1,0,0,1,,0.130434783
700,Lester,0,0,0,1,1,0,0,0,0,1,,0.016722408
701,Lew (guard),0,0,0,0,0,0,0,0,0,1,,0
702,Lewis Lanster,1,0,0,0,0,1,0,0,0,1,,0.006688963
703,Lewys Piper,1,0,0,0,1,1,0,0,0,1,,0.033444816
704,Leyla Hightower,0,0,0,0,1,0,0,0,0,1,,0.050167224
705,Lia Serry,0,0,0,1,1,0,0,0,0,1,,0.137123746
706,Liane Vance,0,0,0,0,1,0,0,0,0,1,,0.016722408
707,Lister,1,0,0,1,0,0,0,0,0,1,,0.003344482
708,Long Lew,1,0,0,0,0,0,0,0,0,1,,0
709,Lorcas,1,0,0,0,1,0,0,0,0,1,64,0.010033445
710,Lorent Lorch,0,0,0,0,1,1,1,0,0,1,,0.010033445
711,Lorimer,1,0,0,0,1,0,1,0,0,0,,0.013377926
712,Lorren,1,0,1,0,0,0,0,0,0,0,,0.023411371
713,Lothar,1,0,0,0,0,0,1,0,0,1,,0
714,Lorent Tyrell,0,0,0,1,1,0,0,0,0,1,,0.127090301
715,Lotho Lornel,0,0,0,0,1,0,0,0,0,1,,0.006688963
716,Lucan,1,0,1,0,0,0,0,0,0,0,,0.013377926
717,Lucamore Strong,1,0,0,0,1,0,1,0,0,1,,0.016722408
718,Lucantine Woodwright,0,0,0,0,1,0,1,0,0,1,,0.010033445
719,Lucas Nayland,0,0,0,0,0,0,1,0,0,1,,0.003344482
720,Lucas Roote,1,0,0,1,0,0,0,0,0,0,,0.013377926
721,Lucifer Hardy,1,0,0,0,1,0,1,0,0,1,,0.006688963
722,Luco Prestayn,0,0,0,0,1,0,0,0,0,1,,0.003344482
723,Lucimore Botley,0,0,0,0,1,0,0,0,0,1,,0.046822742
724,Lucos,1,0,0,0,1,0,0,0,0,1,,0.006688963
725,Luke of Longtown,0,0,0,0,0,1,0,0,0,1,,0.013377926
726,Lucas Tyrell,1,0,0,1,1,0,0,0,0,1,,0.123745819
727,Lum,1,0,0,1,1,0,0,0,0,1,,0.013377926
728,Luton,1,0,0,0,0,1,0,0,0,0,,0.023411371
729,Luthor Tyrell (son of Moryn),0,0,0,1,1,0,1,0,0,1,,0.130434783
730,Luthor Tyrell (son of Theodore),1,0,0,1,1,0,0,0,0,1,,0.137123746
731,Lymond Mallister,0,0,0,0,0,0,1,0,0,1,,0.013377926
732,Lync,0,0,1,0,0,0,0,0,0,1,,0.006688963
733,Lyonel (knight),1,0,1,0,0,0,1,0,0,1,,0.013377926
734,Lyonel Bentley,0,0,0,0,0,0,1,0,0,0,,0.013377926
735,Lyonel Tyrell (lord),1,0,0,0,0,0,1,0,0,0,,0.02006689
736,Lysa Meadows,0,0,0,1,1,0,0,0,0,1,,0.130434783
737,Lyonel Tyrell (son of Leo),0,0,0,1,1,0,0,0,0,1,,0.130434783
738,Maddy,0,0,0,0,1,1,0,0,0,1,,0.013377926
739,Maerie (Goodwife),0,0,0,1,0,0,1,0,0,1,,0.003344482
740,Maerie (Whore),0,0,0,1,0,0,0,0,0,0,,0.003344482
741,Maggy,1,0,0,1,1,0,0,0,0,1,,0.056856187
742,Malcolm,0,0,1,0,0,0,1,0,0,1,,0.006688963
743,Malleon,1,1,0,0,0,0,1,0,0,1,,0.016722408
744,Malliard,1,0,1,0,0,0,1,0,0,1,,0.006688963
745,Mallor (Knight),1,0,0,0,0,0,1,0,0,1,,0
746,Mallor,0,1,0,0,0,0,0,0,0,1,,0.006688963
747,Manfred Dondarrion,1,0,0,0,0,0,1,0,0,1,,0.010033445
748,Manfred Lothston,1,0,0,0,0,0,0,0,0,1,,0.010033445
749,Manfred Swann,0,0,0,1,0,0,1,0,0,1,,0.016722408
750,Manfryd Lothston,1,0,0,0,1,0,0,0,0,1,,0.006688963
751,Manfryd Yew,0,0,0,0,1,1,1,0,0,1,,0.02006689
752,Marei,1,0,1,1,1,1,0,0,0,1,25,0.043478261
753,Marghaz zo Loraq,1,0,0,0,0,1,0,0,0,1,,0.033444816
754,Maris,0,0,0,0,0,1,0,0,0,1,,0.006688963
755,Marq Grafton,1,0,0,0,1,0,0,0,0,0,,0.030100334
756,Martyn Mullendore,0,0,0,0,1,0,1,0,0,1,,0.006688963
757,Maslyn,0,0,0,1,0,0,0,0,0,0,,0.013377926
758,Mathos Mallarawan,0,0,1,0,0,0,0,0,0,1,,0.016722408
